timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777734703488,67,用户登录,200,,常规接口测试-50并发 1-46,text,true,,319,218,18,23,http://localhost:8080/api/auth/login,62,0,0
1777734703491,74,用户注册,200,,常规接口测试-50并发 1-43,text,true,,724,253,18,23,http://localhost:8080/api/auth/register,67,0,0
1777734703508,70,用户登录,200,,常规接口测试-50并发 1-42,text,true,,319,218,18,23,http://localhost:8080/api/auth/login,58,0,0
1777734703382,200,高级筛选搜索,200,,常规接口测试-50并发 1-48,text,true,,5782,232,18,23,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,191,0,0
1777734702928,675,获取帖子列表,200,,常规接口测试-50并发 1-39,text,true,,5517,179,18,23,http://localhost:8080/api/post/list?pageNum=1&pageSize=10,661,0,0
1777734702882,724,获取帖子列表,200,,常规接口测试-50并发 1-37,text,true,,5517,179,18,23,http://localhost:8080/api/post/list?pageNum=1&pageSize=10,709,0,0
1777734703453,166,高级筛选搜索,200,,常规接口测试-50并发 1-33,text,true,,5782,232,18,23,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,152,0,1
1777734703449,175,高级筛选搜索,200,,常规接口测试-50并发 1-47,text,true,,5782,232,17,22,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,161,0,0
1777734703538,101,关键词搜索,400,,常规接口测试-50并发 1-36,text,false,,332,183,17,22,http://localhost:8080/api/search/keyword?q=篮球,87,0,0
1777734703565,97,用户登录,200,,常规接口测试-50并发 1-43,text,true,,319,218,17,22,http://localhost:8080/api/auth/login,88,0,0
1777734703516,159,高级筛选搜索,200,,常规接口测试-50并发 1-34,text,true,,5782,232,17,22,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,147,0,0
1777734703517,160,高级筛选搜索,200,,常规接口测试-50并发 1-49,text,true,,5782,232,16,21,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,155,0,0
1777734703535,144,高级筛选搜索,200,,常规接口测试-50并发 1-35,text,true,,5782,232,16,21,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,141,0,1
1777734703582,97,用户注册,200,,常规接口测试-50并发 1-48,text,true,,724,253,16,21,http://localhost:8080/api/auth/register,96,0,0
1777734703604,87,关键词搜索,400,,常规接口测试-50并发 1-39,text,false,,332,183,15,20,http://localhost:8080/api/search/keyword?q=篮球,82,0,0
1777734703607,86,关键词搜索,400,,常规接口测试-50并发 1-37,text,false,,332,183,15,20,http://localhost:8080/api/search/keyword?q=篮球,82,0,0
1777734703545,158,高级筛选搜索,200,,常规接口测试-50并发 1-50,text,true,,5782,232,15,20,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,154,0,1
